point,x,y,answer
p643,-364.9735740592948,-461.1323938950274,1
p644,-394.0159677382659,-407.9044762609333,1
p645,-369.55452501170447,-489.6642239764197,1
p646,-322.3077907113736,-352.2052138009341,1
p647,-331.64689819070907,-403.7424965357363,1
p648,-326.49761077233256,-433.75018203117247,1
p649,-298.8561155908964,-441.3621791812206,1
p650,-315.87085672407954,-424.8575630015932,1
p651,-341.38795344357936,-406.5858117304514,1
p652,-324.0351444119961,-460.8419801433773,1
p653,-300.12076749018314,-466.93009411645744,1
p654,-312.7890398423044,-442.0398687135398,1
p655,-278.4648219511181,-429.29934015088224,1
p656,-309.1886170064482,-420.7649606218977,1
p657,-264.1167088436958,-430.30490761602965,1
p658,-302.886594771833,-488.1191069915757,1
p659,-332.5140359556991,-459.6290322797246,1
p660,-316.19876355427664,-457.77310184057103,1
p661,-293.55609440645384,-437.9481854118397,1
p662,-294.7022783224204,-440.90219158256,1
p663,-287.9744388660511,-516.4027128402637,1
p664,-315.399828705316,-463.0859547684745,1
p665,-320.81155016041873,-442.3731516020858,1
p666,-235.8890758475696,-425.3988530454981,1
p667,-285.4958387976515,-418.8135664767466,1
p668,-271.90364705808247,-475.204456468304,1
p669,-292.0271427688942,-475.70531799960406,1
p670,-282.5221416070945,-463.0408533506672,1
p671,-263.3018824024734,-469.5667744906758,1
p672,-252.2438209902757,-435.4262249738864,1
p673,-234.0889149754896,-517.1625947197247,1
p674,-336.40756435780247,-446.0386270695941,1
p675,-298.0016108222361,-482.2462241509644,1
p676,-289.2949988267968,-530.9801252030326,1
p677,-235.1352336733072,-455.54586358353856,1
p678,-265.85319534726784,-557.4338945475329,1
p679,-262.115356288054,-469.312859522025,1
p680,-287.25699284576035,-476.912728639635,1
p681,-240.50215968109293,-466.3634672825259,1
p682,-233.6003794442176,-514.2450535689444,1
p683,-198.42739231823967,-491.1016808925606,1
p684,-232.27235404212936,-515.6186250826546,1
p685,-241.87241285313547,-515.4213942627977,1
p686,-230.8752152163039,-438.7646692786649,1
p687,-263.9490304266387,-539.7432118713598,1
p688,-175.7544379360923,-498.818313731785,1
p689,-237.05178502869785,-462.5254360454483,1
p690,-232.2307425344448,-440.10795153771767,1
p691,-190.79990721209484,-510.6728984734765,1
p692,-143.48669295866011,-515.3359189184063,1
p693,-183.0042989353504,-489.2961659619014,1
p694,-163.26922290529438,-452.52159292513153,1
p695,-198.4088356506727,-523.0429205874982,1
p696,-182.6106079733196,-521.8267290389955,1
p697,-133.04239740167247,-498.43547765742034,1
p698,-201.43145144296813,-498.0087433214248,1
p699,-227.9070485135432,-533.6964936504669,1
p700,-148.496079949141,-525.2350865167186,1
p701,-212.92496429684505,-490.39008818279086,1
p702,-142.94966614862756,-485.8636730533695,1
p703,-145.63665283996124,-531.0598784364992,1
p704,-215.16395123724337,-464.2208849500233,1
p705,-179.17594818487845,-517.671833332123,1
p706,-126.63014350319082,-494.3269355110232,1
p707,-149.77436149773965,-446.9117687979723,1
p708,-179.7263000563526,-484.8556155741999,1
p709,-155.67496909477862,-505.4429755153198,1
p710,-108.49089079005128,-499.0565078756269,1
p711,-135.15073302621474,-482.88807812575885,1
p712,-159.19808039814868,-540.9921564775073,1
p713,-176.53898915892626,-575.5399531723434,1
p714,-80.44916657648108,-550.3596873649391,1
p715,-145.70922940584435,-526.2627799660413,1
p716,-126.7813540267544,-494.16194540791776,1
p717,-107.11709973414816,-536.7827753198043,1
p718,-134.8686416707959,-511.4501276774744,1
p719,-134.23546781093634,-472.32489144106734,1
p720,-108.96140874371476,-499.0972917828498,1
p721,-100.71644375354605,-486.51838677310514,1
p722,-112.08088272652677,-561.1871257032781,1
p723,-102.42608380378783,-542.3630043882538,1
p724,-127.1770830499344,-505.7520515412813,1
p725,-71.06874037710645,-523.2060229954869,1
p726,-95.84780418240943,-473.2594240298999,1
p727,-94.78279589146908,-446.7375658759136,1
p728,-81.92985597337248,-578.0535956230002,1
p729,-73.18193091300526,-514.2190639882699,1
p730,-53.97403415966949,-505.8619101191402,1
p731,-93.70225956694802,-563.1702493735878,1
p732,-92.69889015532172,-552.3212688862832,1
p733,-100.72128063177152,-509.4930430658811,1
p734,-30.08372229506533,-515.6353625959607,1
p735,-112.9306485203125,-514.4429022549358,1
p736,-38.02665367600207,-546.3602917011677,1
p737,-74.81582078426608,-527.892318175139,1
p738,-91.21035215643352,-509.1310371149912,1
p739,-68.15845731543651,-516.2202798634017,1
p740,-88.0200250987196,-542.1371132238381,1
p741,-36.587826506179226,-540.3857696172405,1
p742,-3.31324355288249,-541.3575638714468,1
p743,-45.24351738637593,-501.53874238286966,1
p744,-91.39606332295804,-582.469000679718,1
p745,-91.475068976167,-491.87575708005033,1
p746,-59.120792098441896,-453.09611607160247,1
p747,-56.35164781742569,-524.3746370944934,1
p748,9.980278635359818,-469.7777354571344,1
p749,28.703535316312564,-493.7391435102743,1
p750,0.7218757743437797,-512.2241915239645,1
p751,-3.507595732221235,-546.5257019179245,1
p752,-48.26294656099295,-530.0617558242366,1
p753,-25.681318818043557,-543.5080176702228,1
p754,3.4566711453702137,-501.1829383845346,1
p755,-11.642413872180173,-485.4273777512079,1
p756,-45.40558208903782,-535.4545200986862,1
p757,-29.52061045915183,-585.5125658512541,1
p758,-7.358261485396081,-533.0209035545072,1
p759,43.66275953827612,-510.2764245178442,1
p760,-29.330344965219293,-473.3905872241101,1
p761,41.16102372296346,-511.3433220765541,1
p762,0.8688797984716317,-557.3626272320114,1
p763,-0.3708974980527841,-495.67050542588936,1
p764,70.46318745340969,-481.7694987234206,1
p765,2.3886740056690243,-561.3695053002103,1
p766,24.40744483294345,-580.5286894575356,1
p767,33.00060856317354,-531.5784727874594,1
p768,12.44709738069352,-574.6467472780081,1
p769,44.95658324452656,-542.4223274747641,1
p770,-2.4308882891565133,-612.2252170556884,1
p771,34.956732394622406,-472.4862676346609,1
p772,88.73292177875518,-538.9436005459138,1
p773,23.93902946527252,-510.7248316190748,1
p774,15.161231384729888,-515.272115374373,1
p775,71.19964087165604,-487.0361735810397,1
p776,48.31396030304337,-529.453184609243,1
p777,28.07724475367006,-547.6287081956948,1
p778,50.71716273059243,-511.2612020601173,1
p779,88.01042060056619,-545.8179710180752,1
p780,108.4713143616482,-529.2773333956213,1
p781,66.13371519497713,-542.9616090961017,1
p782,-2.8722175509848853,-493.406164301292,1
p783,95.03662129771378,-527.7302788762825,1
p784,78.0132764777734,-503.15588525297375,1
p785,32.19524499167517,-533.8299612897625,1
p786,105.9633208633454,-554.892119088366,1
p787,94.00145130329436,-557.2467096297653,1
p788,102.24239798486816,-516.8851109262615,1
p789,42.845660920538265,-480.1211176113378,1
p790,72.30719627848599,-538.599153674747,1
p791,103.40243875861924,-479.0416233983561,1
p792,69.94609857559666,-510.8404239211977,1
p793,116.31548967010492,-491.0686709271105,1
p794,111.76921441697954,-522.0246709655426,1
p795,84.66784640015302,-507.5625263470803,1
p796,80.34546087542009,-596.9014090135261,1
p797,128.61487753886598,-481.23798054682936,1
p798,47.632817722262175,-537.7241935146196,1
p799,140.09226264654302,-444.7648066672584,1
p800,125.13230841773584,-527.3683463844509,1
p801,122.00636659450736,-463.3017799207017,1
p802,111.09287952986868,-527.5249126968798,1
p803,118.96170916201044,-531.1313958376637,1
p804,140.0898817413372,-452.7549141923454,1
p805,149.0613383161268,-508.0109895409013,1
p806,133.5671235197923,-546.2626530878367,1
p807,171.76045341004414,-500.61005928448026,1
p808,142.79154194890668,-401.3712441929602,1
p809,160.10027060324336,-518.589287731961,1
p810,141.2715484561728,-460.43487166822297,1
p811,160.37771518503314,-536.8709160168517,1
p812,187.46641579815685,-512.5829259833987,1
p813,218.99092942522464,-458.934927963618,1
p814,152.2671765488389,-451.6854328308817,1
p815,170.60961063321247,-463.294102588324,1
p816,185.99520237566549,-513.011285960185,1
p817,155.01804239865075,-455.4469691743165,1
p818,167.1445305334458,-497.1624392397578,1
p819,151.3891868254227,-471.0342403027546,1
p820,244.76539335983065,-514.439513660638,1
p821,186.45460654066244,-438.7003630216384,1
p822,186.16864158809503,-466.1314718956935,1
p823,159.50730967504424,-465.4713054763885,1
p824,188.5772800948797,-447.348812205236,1
p825,232.61683141671585,-397.8163528336255,1
p826,217.17892550715132,-464.2943349093072,1
p827,208.4070680860492,-483.2106444505483,1
p828,215.5064813865172,-480.0076555216474,1
p829,213.172931122058,-430.1302290270393,1
p830,180.68056009246865,-433.9569831880604,1
p831,253.13851488286215,-470.1732832146925,1
p832,152.70802380388784,-483.3265369475959,1
p833,258.0023890665788,-464.2213924512114,1
p834,191.832533849033,-477.1049562332642,1
p835,249.73930867032237,-443.9690064559304,1
p836,220.0518039156624,-469.7680604512668,1
p837,218.15592683904023,-484.8110213846025,1
p838,281.04858566473115,-465.1668549736861,1
p839,271.7703477781322,-408.1994864848679,1
p840,267.8627244339372,-465.11257213254896,1
p841,252.67252877353613,-451.19815934081214,1
p842,216.0861175452308,-439.0332415694226,1
p843,210.45174157942105,-411.4088351527387,1
p844,234.49928932514237,-439.263159921721,1
p845,259.5403250724496,-451.30743634840326,1
p846,271.2352886076367,-456.01340851288927,1
p847,282.3549817210128,-480.3554450701286,1
p848,262.577739097526,-380.0017553868436,1
p849,231.33530009612087,-456.6794313322925,1
p850,279.3098616360039,-429.1210437292858,1
p851,276.9473130587365,-417.978328951131,1
p852,287.9941355856125,-397.4924971767516,1
p853,283.7593305523679,-436.1349494078417,1
p854,294.14235988338464,-369.9987412770613,1
p855,272.47451443501126,-454.3133853279643,1
p856,312.1422266237764,-426.7556509869173,1
p857,216.21380386363512,-395.7727549737816,1
p858,267.78583506673266,-421.9471492526365,1
p859,296.2444908736326,-411.536539705995,1
p860,309.9955493885162,-428.3212125049898,1
p861,306.5195005335746,-421.0329037321925,1
p862,315.6922952113474,-392.76023098533216,1
p863,267.85370158910155,-376.60149415911,1
p864,282.213974523057,-382.8839564196174,1
p865,311.6745520638662,-349.9100245113761,1
p866,296.3019542459702,-413.4500765956371,1
p867,304.7602000917281,-409.9662798543978,1
p868,331.6646611187737,-447.2458769321846,1
p869,278.3662167868191,-428.6617607586557,1
p870,340.7827807235516,-343.165912533248,1
p871,311.4234276375503,-397.3912167892235,1
p872,318.92821779979795,-355.2981633657077,1
p873,291.262115471019,-380.81717202887216,1
p874,350.58091379289755,-370.7350135064473,1
p875,329.240839091236,-353.5220078162596,1
p876,244.6708698146657,-360.9887253134973,1
p877,308.34597101709284,-434.00169640243007,1
p878,345.490590429703,-335.6168965515136,1
p879,328.2031096546926,-345.9706677775861,1
p880,382.8526614503653,-332.82611935682274,1
p881,385.8266089924218,-347.7128646290528,1
p882,341.0195678461347,-415.72537841742735,1
p883,333.4890117254712,-390.6401861278457,1
p884,408.0988542370254,-368.282508090096,1
p885,348.75167901876443,-344.1113713806118,1
p886,348.4337637592255,-307.4413466635557,1
p887,330.5014767923275,-350.078638993322,1
p888,328.9471379347825,-393.12865612134334,1
p889,334.8934306775165,-352.23743049974433,1
p890,342.37755465237683,-369.4846242705605,1
p891,315.06200618921184,-348.7782481354232,1
p892,314.08953956258176,-321.0440017346621,1
p893,363.6685978763291,-385.1204352280043,1
p894,353.86794375681364,-361.4944987128845,1
p895,374.6527415004206,-296.2400134457939,1
p896,310.74002523454544,-330.51436647288006,1
p897,364.0932359022863,-311.3245685509983,1
p898,377.1793912825691,-351.5115714809238,1
p899,363.08232478556255,-350.3091857846342,1
p900,406.7887113454317,-323.25327668607844,1
p901,433.38280278913726,-323.16506424872654,1
p902,356.9174223512781,-364.19778348951866,1
p903,325.88186437504794,-363.74014108746,1
p904,389.7800983445582,-298.37272386648027,1
p905,336.10456607631704,-284.1905395037817,1
p906,370.8061180474031,-304.0340178845275,1
p907,435.4058356542482,-278.9177558382493,1
p908,380.708100583896,-329.9329401295931,1
p909,325.9178291092053,-322.1352256407106,1
p910,385.83005558617685,-327.52878330403365,1
p911,389.90125902977246,-292.95003566460406,1
p912,388.7515614431037,-312.08739240535147,1
p913,402.1983560086494,-276.6504518232725,1
p914,366.0513557735409,-244.89179549836487,1
p915,397.413369533444,-283.95521918684017,1
p916,423.2081412941143,-274.81511687997545,1
p917,432.1294495996424,-270.4788277136906,1
p918,386.7187560955497,-265.5185650179628,1
p919,372.31944118534034,-270.3682716893703,1
p920,407.156440302598,-277.12034276903387,1
p921,405.8020297521103,-324.5745731988985,1
p922,394.6838659852478,-262.5666190484328,1
p923,417.41134742614975,-293.4057932665077,1
p924,452.0394596327133,-285.7751757571789,1
p925,444.586978109986,-244.17941901362292,1
p926,397.5338927803179,-200.93228126673063,1
p927,382.5114134399234,-223.8044903111508,1
p928,449.7200953244749,-268.6764895977656,1
p929,462.8409386860313,-253.2294182784481,1
p930,431.0743351114056,-235.0799906193995,1
p931,419.7129500264421,-215.71861601110965,1
p932,448.85764695906414,-289.64374969378764,1
p933,465.476000988096,-284.1992970092447,1
p934,458.5969724407085,-197.65206375200395,1
p935,396.1483199355346,-240.8983739560277,1
p936,396.9447836283571,-232.1344643272633,1
p937,422.0953414094853,-199.40218017061787,1
p938,471.84786580081726,-178.01903343720187,1
p939,416.8575358699817,-223.2562590812358,1
p940,384.3850971774973,-238.2383783372246,1
p941,464.9811052220291,-162.67019864582602,1
p942,400.1340050719084,-225.97986713121207,1
p943,437.4827706653284,-196.8623253310414,1
p944,415.0788232292877,-189.59963025333568,1
p945,426.2252040649852,-199.8025282489941,1
p946,457.8837953865433,-196.217104167165,1
p947,429.4399608741054,-196.73230894524613,1
p948,440.8982637212122,-201.57213580006837,1
p949,436.7841906151343,-139.5338447125108,1
p950,462.355841585814,-193.37290672834865,1
p951,467.3983028939315,-191.53221950906715,1
p952,482.6260115009208,-167.43152502257468,1
p953,445.1369614592885,-162.08657563982743,1
p954,402.1346099466329,-206.31265530228225,1
p955,414.32909264649993,-165.2072601767032,1
p956,502.9892857775957,-99.53696337288362,1
p957,471.0033721882275,-148.4256604118542,1
p958,398.65908739205474,-176.70096713696904,1
p959,429.8672313239703,-176.01079078922467,1
p960,449.247266006772,-168.50766091334106,1
p961,395.6843039337793,-128.86230771417777,1
p962,423.6335756851429,-141.07209258852765,1
p963,518.7717355835624,-172.776251085888,1
p964,381.35481071089873,-150.71550713109366,1
p965,490.9871700193309,-80.3211970716534,1
p966,421.74757395052416,-121.1025782639318,1
p967,445.33113845933445,-136.1097550140646,1
p968,539.2578266026345,-174.94410010905818,1
p969,468.1574485665043,-112.74393887246696,1
p970,493.7172151125248,-120.75116268873548,1
p971,470.964118682788,-132.3523388362222,1
p972,470.3559755019559,-127.80729775256032,1
p973,481.4694542701806,-125.5050324376757,1
p974,474.6559839209997,-112.19646700799106,1
p975,497.6256778207338,-109.75904422777016,1
p976,411.1348983227506,-67.25514953895865,1
p977,437.6160902754469,-121.61838143559076,1
p978,447.3608740270209,-57.662002547194334,1
p979,401.5835891153925,-1.6497235363414546,1
p980,497.7390549292205,-85.9694493582771,1
p981,464.79448226641824,-80.98195780170512,1
p982,482.4393281113844,-67.07172485823884,1
p983,483.8185291786029,-80.6181566999724,1
p984,461.55535588143033,-84.7190559352129,1
p985,461.9337338909596,-43.04105375324508,1
p986,485.8735062400121,-162.13725731530005,1
p987,488.00998731290775,-64.95321994251533,1
p988,468.01818743693,-79.31895635663294,1
p989,502.529634780193,-36.10421899351691,1
p990,445.8270341794275,-49.18369115092058,1
p991,440.0510730182489,-99.6478121846803,1
p992,450.5669615653098,-29.25035491840191,1
p993,498.11021870034494,-36.59149655601375,1
p994,491.3976099257345,-33.35974272151836,1
p995,450.5088323261773,-32.74770319884596,1
p996,493.8543803984804,-19.93630782726129,1
p997,505.5785773346438,-18.175104441672158,1
p998,480.5039683281556,-4.17851279218321,1
p999,469.1944926505967,-59.597811519610936,1
p1000,465.1079910816871,-52.3470793441936,1
p1001,249.7325666020299,-31.642802577166147,2
p1002,246.17906274871865,-33.853547749742035,2
p1003,213.0827994946928,-15.523783925113,2
p1004,269.84282135386314,-43.74379814167106,2
p1005,289.47529001536657,11.586553233951228,2
p1006,221.33824094112703,-36.73279033334797,2
p1007,246.3337480348625,-39.35993717447194,2
p1008,294.11112283980265,-14.290943134770323,2
p1009,261.08618338708607,-65.90707885963741,2
p1010,287.85482910484853,-40.28595917457413,2
p1011,270.3368536837632,7.893934799478799,2
p1012,309.08116665009504,-37.01353392041588,2
p1013,177.37454787621908,10.4424173943577,2
p1014,321.649745839669,44.76836065747439,2
p1015,273.57471098861924,-4.479105823664781,2
p1016,291.1251730150098,-16.269641027798215,2
p1017,280.80487331821587,30.76415564337893,2
p1018,297.89919313421507,101.04948405144184,2
p1019,277.420275085081,5.646517958975714,2
p1020,264.4116472138291,-29.505208707082545,2
p1021,243.84478128593489,13.935921232324262,2
p1022,248.44707974452825,33.4278374107402,2
p1023,238.9569896086474,65.12616615740323,2
p1024,263.0719983769402,33.8493368634759,2
p1025,252.6415321591596,41.41200070266369,2
p1026,286.6203445220725,13.364929007658631,2
p1027,241.48940976461776,32.884020217469825,2
p1028,220.1988206343929,20.029230357811493,2
p1029,245.60695509082743,73.44379573097251,2
p1030,267.06569807881374,55.61875101102886,2
p1031,283.9877747162838,48.28240318873516,2
p1032,269.4235183775564,51.89276836184993,2
p1033,264.8960003035784,40.08567793196252,2
p1034,182.9730543237148,56.11202432124643,2
p1035,297.9993989715442,90.491560379732,2
p1036,283.435277923903,102.34625005963984,2
p1037,256.2665602607138,73.73135465787043,2
p1038,234.18790527617995,60.8713723107421,2
p1039,270.2784483558113,109.00368041130392,2
p1040,246.6870729214912,61.90676927886047,2
p1041,249.9288182115312,95.96545678641552,2
p1042,205.6173012824692,11.55193721128623,2
p1043,231.41433362811875,46.31520683489282,2
p1044,231.6613343251999,80.99328481895662,2
p1045,232.2608794947448,131.48153553029942,2
p1046,254.5912409545196,99.3930558652671,2
p1047,262.3635394907384,58.67544848424407,2
p1048,273.7570547924704,93.01923339557553,2
p1049,261.5625342570423,65.57807047831713,2
p1050,193.6778973902438,124.70181147601826,2
p1051,250.4037140990161,75.52442227124271,2
p1052,211.8206221456248,138.75917746007943,2
p1053,201.0056591428381,156.67561122859917,2
p1054,208.4254088054855,128.93539947499897,2
p1055,224.32010528455183,130.25622167436987,2
p1056,216.5685839497333,109.64231504834576,2
p1057,232.8117431380304,86.81433791607154,2
p1058,252.47998687791903,103.825580179819,2
p1059,222.04737953770453,91.72150905409492,2
p1060,150.66462831670052,118.13895034376677,2
p1061,298.52161284889166,149.71330786002326,2
p1062,224.15321407462625,120.58126767967728,2
p1063,223.97235443496595,147.16161194895528,2
p1064,186.42093771815783,166.44478417850786,2
p1065,241.8334155796281,156.8146662068688,2
p1066,232.0327303358412,138.09823991971845,2
p1067,237.5507257511468,157.49131408690567,2
p1068,205.21016823468884,124.74231146976962,2
p1069,217.3337732521732,190.62059014532764,2
p1070,175.5318860428672,102.30981771516872,2
p1071,216.0553832863321,150.03358988629165,2
p1072,214.7008418429227,157.9825560230796,2
p1073,201.17326213349844,197.50230882690488,2
p1074,158.19178370410816,130.0792122244336,2
p1075,201.4518019359375,107.75127622299505,2
p1076,197.58545718994375,208.98879318525465,2
p1077,201.78056748161563,168.14822409616738,2
p1078,161.6232898531021,144.8034566671639,2
p1079,186.42811687864855,155.81437472038502,2
p1080,234.3707536511964,184.1123496036675,2
p1081,160.79693064433394,176.79664871898785,2
p1082,207.28849286986,205.60979879343915,2
p1083,237.94131851310425,142.94009739913017,2
p1084,164.36486289011333,137.6367960111681,2
p1085,179.81786337500807,191.3095459294494,2
p1086,214.58889540081077,176.978223714435,2
p1087,173.48651542277182,185.73059459214568,2
p1088,156.12356777578282,245.76810277126023,2
p1089,131.02692361016895,190.5110772700094,2
p1090,238.0269812729486,187.04245448501732,2
p1091,169.66296072856176,177.9672255421106,2
p1092,167.981172701094,231.7105521563489,2
p1093,105.04947029791605,238.34485145384625,2
p1094,126.68279079252338,186.14109947541243,2
p1095,154.50428517295396,213.57803789420487,2
p1096,117.40209706655963,211.54918827082497,2
p1097,224.02358760695387,158.5330126704952,2
p1098,166.9183819529188,181.29450749883847,2
p1099,171.9213043992052,203.43552264537848,2
p1100,137.80233328629078,219.18561328654116,2
p1101,209.0645662614433,200.49178930658465,2
p1102,174.39914393328792,169.07114103640765,2
p1103,121.9708687812844,223.67278024822176,2
p1104,193.03043968669013,221.7809585128064,2
p1105,136.94383477204735,212.68384047518484,2
p1106,106.63775358138054,232.41354418497457,2
p1107,168.42035652637898,202.26867957792717,2
p1108,125.63562564187932,225.34123556170368,2
p1109,124.40814810768092,216.89447973277464,2
p1110,198.26074811062625,212.9612050940109,2
p1111,122.26492877780508,202.4190680083684,2
p1112,153.07379763869713,217.8616524540614,2
p1113,108.98680140628254,264.37014643484844,2
p1114,168.7632693584917,208.13044322834304,2
p1115,67.87358468095334,257.7600487756675,2
p1116,101.01309551955023,252.62414497278812,2
p1117,60.11887264261159,257.0331766642945,2
p1118,80.5448037110923,253.50709144815443,2
p1119,114.9542942656076,204.2738214312597,2
p1120,99.9495093540962,254.7682132657224,2
p1121,112.96047530020454,252.976420259096,2
p1122,166.68864016638486,189.7607675775264,2
p1123,153.5125111766951,241.04119270956195,2
p1124,75.6224474522742,199.20201954392087,2
p1125,94.49151001195644,267.94016372845954,2
p1126,93.90731385819582,286.78276364722626,2
p1127,51.75689129009263,242.22103273448067,2
p1128,55.26863868527363,254.60628164818533,2
p1129,116.9854467798613,232.16604420601837,2
p1130,9.78109379736307,251.82677616933003,2
p1131,98.52885093548616,259.0343829034701,2
p1132,120.01004536698228,215.7988287233948,2
p1133,100.84384896891692,284.70817114081467,2
p1134,24.5716267983466,259.50253422340256,2
p1135,60.28705229417268,248.42478099887177,2
p1136,83.3174418023896,237.1884569392704,2
p1137,50.0823156167053,253.74203466385117,2
p1138,35.19450526981851,221.0320786653151,2
p1139,85.64352689414844,220.00953233140825,2
p1140,82.69447333976059,269.19469367416457,2
p1141,8.366197323117731,235.8106295019379,2
p1142,93.39171975173122,227.500163887399,2
p1143,41.057293080543246,271.5713996772466,2
p1144,75.90527211919495,250.91466926990975,2
p1145,31.885747829253305,301.8599540597112,2
p1146,99.37911022351814,289.25932282062104,2
p1147,47.1665104264072,236.32697668936152,2
p1148,17.082468884072867,276.9083275948482,2
p1149,51.93078210564619,303.9153543704363,2
p1150,56.2697829629785,217.38596460175256,2
p1151,65.68677502932195,233.12396760996188,2
p1152,19.9761079790986,271.1355937676642,2
p1153,88.72721594324753,357.46728836272683,2
p1154,44.4160861498029,259.19027665699497,2
p1155,39.60223789400752,291.808539355804,2
p1156,11.295397963485009,319.50413674708767,2
p1157,25.161805659851648,281.0251885819905,2
p1158,35.57777843001402,279.16173855596287,2
p1159,38.10495997742424,248.3938995194828,2
p1160,-6.479072873084249,234.2803015412296,2
p1161,20.785006987898136,291.0025054997068,2
p1162,18.66011703630349,318.19468555127,2
p1163,2.0831974882861246,288.3236584427109,2
p1164,-33.178399623446346,256.9258837015413,2
p1165,17.757925398003458,294.265351520866,2
p1166,-14.610216357360212,266.8736510706624,2
p1167,-54.01237137201045,258.5160015576519,2
p1168,15.548650764387643,286.6641690116785,2
p1169,1.1689246650747815,271.05824748762507,2
p1170,-16.328656136000145,249.88828577819095,2
p1171,1.733713396450769,282.4358454246781,2
p1172,-7.162029706517121,254.1101942232789,2
p1173,-89.21498945670812,302.8662417313284,2
p1174,-41.67236613595271,244.10464192996773,2
p1175,-9.195632642580104,258.2396208024261,2
p1176,-0.8946660229006604,288.4980933385623,2
p1177,-14.878218443414788,228.97298904270144,2
p1178,-1.7190852921067863,277.728755440322,2
p1179,-51.84717496776071,274.108311113264,2
p1180,-96.746506092104,281.95750430681454,2
p1181,-77.03009826910053,228.98492829689025,2
p1182,-94.50793144533068,302.7886697781792,2
p1183,-70.4017428391974,315.23870887934515,2
p1184,-70.2828359641341,217.800889898616,2
p1185,-90.38752586948974,305.8666367987799,2
p1186,-64.249571998833,252.09025588105536,2
p1187,-57.45053127757379,283.31489085996185,2
p1188,-31.40496657467299,311.41488944763165,2
p1189,-78.39302944296381,227.85297981188225,2
p1190,-82.67393457899483,275.093343727867,2
p1191,-101.8495127496541,238.1969676690392,2
p1192,-65.28641442188352,265.05456969041575,2
p1193,-77.27577302176189,243.3380358682466,2
p1194,-87.82744815637368,237.9208017416689,2
p1195,-56.86111610584731,296.23635662130147,2
p1196,-141.60003024286013,236.80084941283428,2
p1197,-133.75306890243087,244.66901365035903,2
p1198,-93.99838523137988,220.14023098915752,2
p1199,-121.78414089139368,232.94706526694927,2
p1200,-90.53826030492591,264.5587037656346,2
p1201,-121.03096207910318,267.17202274622537,2
p1202,-118.39620361838767,253.08325112709383,2
p1203,-54.40340344050027,300.7887798922998,2
p1204,-146.1995574174186,284.78555383354245,2
p1205,-85.46915703525468,224.74095954617744,2
p1206,-87.84022752807117,304.59879340362124,2
p1207,-148.6657651371572,230.1844882492618,2
p1208,-87.03859365500486,265.0799891463589,2
p1209,-103.59611092964984,266.35524556402254,2
p1210,-110.9842206846398,215.5227910392136,2
p1211,-93.8427972068098,289.5610531590011,2
p1212,-134.69360575774334,252.3025240374548,2
p1213,-176.28678306822525,268.1451048197455,2
p1214,-115.72542404481509,249.93958335269775,2
p1215,-101.68184642828766,240.848144262523,2
p1216,-120.991076541734,219.32304928506983,2
p1217,-141.1439303316305,243.7023180293904,2
p1218,-136.1773419510893,236.84463124786552,2
p1219,-149.3708722536308,271.6869553978644,2
p1220,-161.01043661332352,197.66101874327487,2
p1221,-97.89130795077958,286.2325203771646,2
p1222,-191.60832287083565,264.3885593267922,2
p1223,-170.3814051081796,250.48831762979412,2
p1224,-148.9070635991169,234.41588173031627,2
p1225,-183.6780917028593,219.574428801238,2
p1226,-190.07172636640524,214.1567620691773,2
p1227,-167.0114826291169,216.43771491054312,2
p1228,-146.93386065954164,281.3054005889357,2
p1229,-187.18523894784863,242.6261658609829,2
p1230,-157.17004543281155,248.3387276845996,2
p1231,-172.2474441930319,255.1724765639508,2
p1232,-162.41249300909593,194.4542952063398,2
p1233,-153.14730524228838,256.8739816333176,2
p1234,-204.4505734177077,230.0435120613332,2
p1235,-163.36991343743975,221.25522349317905,2
p1236,-153.98583779010215,297.0593250390851,2
p1237,-212.04757353497467,183.2996873720449,2
p1238,-181.63348062555264,244.94525280438884,2
p1239,-199.94112455378468,265.44314207705423,2
p1240,-235.42726842732824,241.1595348073392,2
p1241,-215.68556481166556,270.4597953577683,2
p1242,-139.9614294796207,194.36519103864188,2
p1243,-218.43707873393404,241.61902617231368,2
p1244,-215.76390509415745,212.91574785634648,2
p1245,-205.5739230714696,155.11490362655456,2
p1246,-208.9220912134382,190.42072482731143,2
p1247,-225.4576447578177,252.8095520158749,2
p1248,-250.5016124972201,232.2654853749819,2
p1249,-223.3030108777952,197.8260980035286,2
p1250,-193.3357836760687,214.7509835774757,2
p1251,-202.02629829682812,231.9066291388918,2
p1252,-231.1664484201065,182.78687079750435,2
p1253,-255.8488147050822,174.6659169089109,2
p1254,-136.87299486381022,235.02439571047037,2
p1255,-267.9138487681544,156.2477010987762,2
p1256,-214.9455235144729,210.55861327378395,2
p1257,-214.93881257828016,184.6931666083456,2
p1258,-237.1565509540532,200.36148364083377,2
p1259,-232.7873415898066,122.11157704399749,2
p1260,-244.2127836133152,161.29626612040806,2
p1261,-234.0004118564553,274.52662998124003,2
p1262,-230.1534048604543,173.67605053524528,2
p1263,-215.42789606109952,195.6584914409599,2
p1264,-232.3660251895824,197.4622722201809,2
p1265,-185.1421522033312,143.39214163628196,2
p1266,-234.48162592207976,147.5726978791605,2
p1267,-233.85971852578552,145.83232780938351,2
p1268,-264.86284482310896,162.55263021066406,2
p1269,-224.86616777210355,196.95513868430015,2
p1270,-293.2929610944748,169.02964111190926,2
