Accident ID,Date,Time,Location,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
7904f5fc,4/26/23,21:28,"Beijing, China",-3.445023,-33.560817,Hail,Snowy,5,6,Weather Conditions
673d7939,2/18/23,14:09,"Tokyo, Japan",-25.890892,70.439197,Clear,Snowy,5,7,Weather Conditions
82a778fc,5/6/24,0:22,"Sydney, Australia",-73.465444,-5.881619,Storm,Gravel,2,0,Reckless Driving
e6c238f7,2/14/23,16:37,"London, UK",18.989854,107.674002,Snow,Snowy,4,9,Weather Conditions
c70828cc,2/20/24,19:38,"Sydney, Australia",27.17675,20.711189,Storm,Wet,1,4,Mechanical Failure
84375072,4/5/24,0:09,"London, UK",-64.1746,66.720531,Clear,Snowy,2,9,Reckless Driving
98f6a442,6/19/24,11:03,"Toronto, Canada",41.597903,-5.661241,Rain,Icy,3,10,Mechanical Failure
ad842214,10/18/24,9:56,"Paris, France",-10.799619,-79.728804,Clear,Wet,5,4,Mechanical Failure
e9fa92b2,12/6/23,10:47,"Beijing, China",45.74879,-150.49831,Snow,Wet,1,5,Drunk Driving
a671f42c,1/4/23,8:43,"New York, USA",75.694237,-131.378885,Fog,Snowy,1,1,Distracted Driving
d91af48f,1/28/23,15:56,"Beijing, China",-88.060568,-54.679552,Hail,Gravel,5,10,Drunk Driving
d8c2d328,8/5/23,20:49,"Mumbai, India",73.897608,-151.052405,Rain,Snowy,4,3,Weather Conditions
e7ef0767,6/19/24,17:28,"Paris, France",-2.049219,-157.077339,Clear,Wet,1,2,Speeding
170b12bf,5/19/24,4:18,"New York, USA",88.317038,61.495225,Snow,Dry,2,9,Drunk Driving
15f3b2a3,7/13/24,1:54,"Paris, France",10.157843,-29.759148,Rain,Dry,5,6,Reckless Driving
77864752,11/7/23,11:10,"Tokyo, Japan",-21.221739,100.834905,Clear,Dry,2,2,Distracted Driving
05bc3d6f,8/17/24,8:49,"New York, USA",-77.718907,29.141193,Clear,Under Construction,2,7,Weather Conditions
fb641487,8/5/23,4:01,"Berlin, Germany",25.488486,30.18977,Snow,Snowy,1,2,Weather Conditions
102faf0b,6/10/24,3:25,"Mumbai, India",-31.826956,21.182745,Clear,Icy,2,10,Weather Conditions
dfa2177d,4/18/24,17:10,"Paris, France",23.306387,115.456953,Snow,Gravel,2,0,Mechanical Failure
7b93901f,5/7/24,5:39,"London, UK",86.780328,16.975114,Fog,Under Construction,3,9,Mechanical Failure
8dc570ef,12/4/24,5:56,"Sydney, Australia",-16.101037,113.107004,Snow,Dry,1,8,Reckless Driving
2453cdc3,10/9/24,2:17,"Tokyo, Japan",25.122063,54.536997,Snow,Icy,2,7,Drunk Driving
4009347f,1/19/24,0:58,"Toronto, Canada",-30.280296,73.586493,Clear,Dry,5,1,Mechanical Failure
0c6986f3,3/29/23,16:02,"Tokyo, Japan",-41.997979,163.61617,Hail,Icy,3,1,Weather Conditions
c1d546e7,5/24/24,12:29,"Tokyo, Japan",67.288831,41.474243,Hail,Snowy,3,6,Speeding
560d2ec1,9/30/23,4:37,"Paris, France",52.455945,62.921439,Hail,Wet,1,7,Mechanical Failure
effbe6dd,9/29/24,13:32,"London, UK",30.891975,66.195686,Fog,Dry,3,6,Speeding
b30df2c5,10/22/23,3:12,"Berlin, Germany",-3.667679,-176.950565,Fog,Dry,4,1,Drunk Driving
59b591df,11/9/23,9:29,"Toronto, Canada",23.562219,-15.58989,Clear,Wet,2,4,Weather Conditions
4.33E+07,8/19/24,15:31,"Toronto, Canada",26.730027,15.411184,Clear,Icy,4,6,Mechanical Failure
6ad46938,7/14/23,8:04,"Paris, France",58.982951,165.603654,Clear,Dry,1,10,Drunk Driving
c8046b43,3/7/24,17:18,"Sydney, Australia",-18.263616,142.177189,Rain,Gravel,5,1,Reckless Driving
8d641ae9,11/4/23,11:34,"New York, USA",-17.114754,-52.121614,Snow,Icy,2,9,Weather Conditions
eb0aec06,11/7/23,18:28,"London, UK",-22.561663,-58.666196,Hail,Icy,5,0,Distracted Driving
7369ed6a,1/23/23,3:28,"Toronto, Canada",-63.0698,69.995867,Fog,Snowy,5,6,Distracted Driving
2462f480,9/30/24,14:39,"Mumbai, India",-42.24219,-50.580311,Fog,Icy,1,2,Reckless Driving
ebfbb9ab,6/28/23,10:23,"Beijing, China",-40.91078,-131.359489,Storm,Under Construction,1,1,Drunk Driving
6e39bff5,10/26/23,12:00,"Mumbai, India",25.952723,-177.466837,Hail,Dry,1,2,Reckless Driving
e9815202,2/19/24,13:56,"Tokyo, Japan",-16.15584,-72.073565,Rain,Gravel,5,9,Weather Conditions
f8a157c0,1/23/24,15:17,"Toronto, Canada",-49.912116,-177.866428,Storm,Under Construction,3,5,Weather Conditions
194a86da,9/10/24,18:27,"Tokyo, Japan",-43.390335,82.110835,Storm,Icy,1,3,Drunk Driving
12909aba,11/5/24,10:21,"New York, USA",28.307443,124.636108,Clear,Dry,5,7,Speeding
68624003,6/16/23,5:23,"New York, USA",-19.651551,-36.934618,Rain,Gravel,4,3,Drunk Driving
2285a7f3,9/30/23,5:45,"Beijing, China",65.293985,111.788108,Snow,Wet,3,0,Drunk Driving
908445ab,8/21/23,23:20,"Toronto, Canada",-73.790538,-84.274951,Clear,Wet,2,3,Distracted Driving
3341d0b3,6/27/24,7:13,"New York, USA",20.948759,177.438778,Snow,Under Construction,2,5,Distracted Driving
6014f237,4/9/24,3:44,"Beijing, China",-48.845184,123.643578,Fog,Dry,5,8,Speeding
bbe654ef,8/3/24,18:29,"Paris, France",85.599636,-114.186754,Hail,Under Construction,4,5,Speeding
bb129b2e,2/18/24,2:06,"Berlin, Germany",-59.87525,-59.869849,Clear,Icy,2,6,Weather Conditions
a62cf2ff,10/25/23,10:40,"Mumbai, India",-15.043502,105.99399,Storm,Icy,3,0,Reckless Driving
41227db8,4/24/23,7:11,"Tokyo, Japan",-25.472506,112.57524,Rain,Gravel,3,7,Mechanical Failure
bca4c7d6,11/8/23,6:54,"Sydney, Australia",-65.463496,-9.041117,Rain,Icy,2,4,Drunk Driving
5aa951c1,8/22/23,11:37,"Berlin, Germany",9.213711,123.895856,Snow,Under Construction,1,1,Mechanical Failure
e7272534,11/8/23,18:55,"Paris, France",-61.460777,-47.055641,Fog,Wet,5,3,Weather Conditions
0a9f9956,9/6/23,16:28,"Tokyo, Japan",29.953948,-75.723328,Hail,Icy,3,7,Drunk Driving
ae2c822b,6/1/24,22:14,"Sydney, Australia",-79.135161,-97.435983,Rain,Dry,5,2,Drunk Driving
772149ce,1/24/23,15:19,"Sydney, Australia",-31.256835,-153.16465,Storm,Under Construction,2,8,Distracted Driving
dda4fab9,12/31/24,8:07,"Sydney, Australia",77.921887,161.707651,Hail,Snowy,3,1,Speeding
96f53563,6/5/24,12:21,"Sydney, Australia",44.221096,-37.855599,Storm,Dry,1,2,Weather Conditions
14d2f733,8/6/23,20:08,"Mumbai, India",45.79538,-42.891908,Rain,Icy,4,4,Drunk Driving
a3f9b9d8,1/1/23,17:34,"Paris, France",16.836304,55.165691,Hail,Wet,2,3,Drunk Driving
49c462dd,10/4/24,21:42,"Paris, France",49.686359,50.415381,Rain,Under Construction,1,7,Speeding
1dee89ac,3/1/23,4:43,"Sydney, Australia",4.206035,121.45511,Clear,Under Construction,1,10,Weather Conditions
f9ebd6c9,2/8/24,21:32,"London, UK",-60.20056,-107.136132,Snow,Snowy,2,4,Mechanical Failure
76edde5f,3/17/23,10:09,"New York, USA",42.403218,-61.959817,Rain,Dry,1,3,Speeding
1717c303,9/15/24,5:09,"Berlin, Germany",5.146608,87.423341,Storm,Wet,3,6,Distracted Driving
73556723,8/17/24,20:03,"Toronto, Canada",69.487759,37.339062,Snow,Under Construction,3,0,Mechanical Failure
ac882bc3,8/21/23,6:28,"Mumbai, India",-25.381741,-167.629903,Snow,Snowy,4,5,Weather Conditions
dd9e3809,1/23/23,2:09,"Beijing, China",-58.330588,7.784596,Rain,Under Construction,1,8,Distracted Driving
2db37b7a,9/22/24,14:10,"Beijing, China",50.797798,132.400838,Hail,Icy,1,1,Weather Conditions
a4f04b90,6/17/24,11:36,"Mumbai, India",-65.575898,-51.776772,Rain,Dry,2,2,Weather Conditions
45c6d2ad,10/5/23,13:16,"Toronto, Canada",-82.704716,95.86079,Hail,Wet,4,6,Reckless Driving
6.01E+11,4/9/24,2:51,"Sydney, Australia",65.543113,-151.894578,Clear,Gravel,3,8,Weather Conditions
3058402e,9/26/23,16:03,"Tokyo, Japan",24.946684,46.906486,Fog,Icy,3,7,Reckless Driving
460d0ec5,3/3/24,23:37,"Tokyo, Japan",-9.15018,-61.454812,Snow,Wet,4,1,Reckless Driving
f43fc62c,12/9/24,5:00,"Berlin, Germany",15.216317,45.866126,Fog,Under Construction,3,10,Drunk Driving
0d416466,3/4/24,19:22,"Toronto, Canada",35.204126,96.293615,Fog,Snowy,5,5,Drunk Driving
70fef061,3/22/24,18:58,"Toronto, Canada",28.233101,-107.411642,Rain,Gravel,4,6,Speeding
65de8cd2,4/16/23,9:23,"Sydney, Australia",-21.646254,-166.142556,Snow,Gravel,4,10,Mechanical Failure
0bf8713a,9/21/23,10:14,"London, UK",18.81811,16.287188,Rain,Icy,2,7,Weather Conditions
51fcf57d,7/8/23,21:54,"Toronto, Canada",81.90568,100.381005,Snow,Icy,4,6,Distracted Driving
af7421af,5/26/24,16:33,"Tokyo, Japan",11.225957,-176.350566,Clear,Under Construction,1,0,Weather Conditions
3164a981,8/25/23,2:45,"Mumbai, India",-48.340081,157.461466,Clear,Snowy,4,0,Weather Conditions
46b46f6b,5/8/23,18:03,"Toronto, Canada",-70.164014,2.119181,Snow,Dry,1,1,Speeding
9df821fb,8/31/23,8:00,"London, UK",40.077538,7.754806,Storm,Under Construction,2,5,Reckless Driving
68ff90d6,9/12/23,6:58,"Paris, France",12.069863,-47.167198,Storm,Under Construction,3,7,Speeding
d6e7b574,1/30/23,3:57,"Toronto, Canada",-81.96538,-168.389926,Storm,Gravel,4,3,Drunk Driving
52fc7414,2/27/24,22:15,"Berlin, Germany",67.629605,-87.608538,Rain,Gravel,3,2,Drunk Driving
b4b805dc,1/5/23,23:27,"Tokyo, Japan",44.661939,137.431127,Hail,Dry,3,8,Distracted Driving
5e8ddb90,7/14/23,8:10,"London, UK",58.056622,53.556231,Rain,Icy,1,5,Speeding
b4ae8728,5/23/23,0:36,"Sydney, Australia",-30.309212,149.35219,Fog,Under Construction,3,4,Speeding
9.49E+14,1/1/23,21:14,"Mumbai, India",-17.030602,-139.996451,Fog,Icy,3,8,Speeding
e75631f0,3/14/24,15:07,"Sydney, Australia",-31.343183,-76.073749,Fog,Icy,5,3,Reckless Driving
269f4976,10/30/23,16:24,"New York, USA",43.126956,-121.644665,Rain,Gravel,2,1,Drunk Driving
b010cd1f,12/5/24,4:03,"Berlin, Germany",49.48394,139.711441,Fog,Wet,1,5,Drunk Driving
1dd2affd,5/8/24,7:35,"Paris, France",78.665891,79.296957,Snow,Gravel,1,10,Drunk Driving
ff10f392,4/20/24,15:17,"Toronto, Canada",29.643486,55.90078,Fog,Dry,5,0,Weather Conditions
dd336b1e,5/2/24,21:40,"New York, USA",-54.506792,138.183691,Snow,Icy,3,2,Speeding
9c494426,12/22/24,11:21,"New York, USA",-19.152371,-87.22986,Clear,Dry,1,0,Speeding
2cc06910,5/22/24,8:06,"Mumbai, India",-6.365169,-89.919613,Snow,Dry,2,10,Mechanical Failure
e71f81a7,1/29/24,13:05,"London, UK",-31.248429,97.669058,Fog,Icy,5,1,Speeding
e7a49025,10/27/24,23:24,"Tokyo, Japan",-83.703053,174.771981,Snow,Snowy,3,4,Drunk Driving
7a819c59,9/24/23,20:03,"London, UK",-18.874721,71.30481,Fog,Icy,2,3,Weather Conditions
647c25fb,3/19/24,20:28,"London, UK",43.055055,6.071048,Hail,Under Construction,1,3,Mechanical Failure
ab7626a1,8/5/23,5:49,"Sydney, Australia",-4.367832,-156.15727,Hail,Dry,2,4,Speeding
974fddd5,12/30/23,17:15,"Berlin, Germany",-25.754747,74.80687,Hail,Icy,4,4,Weather Conditions
0608ff17,11/7/24,11:14,"Sydney, Australia",-80.239882,125.377427,Storm,Dry,3,6,Weather Conditions
58ad21a8,1/21/23,14:33,"Tokyo, Japan",-33.88657,87.098022,Storm,Wet,1,8,Drunk Driving
f256476e,4/27/23,23:45,"Beijing, China",-1.230341,152.59683,Snow,Dry,2,6,Drunk Driving
31873bfc,10/4/24,9:29,"Beijing, China",19.968169,25.043775,Fog,Icy,4,1,Mechanical Failure
2d1d59f1,9/27/24,20:54,"Sydney, Australia",-82.830477,43.081666,Snow,Dry,5,8,Distracted Driving
c985530e,4/21/23,8:52,"London, UK",-17.451417,104.498968,Hail,Snowy,4,1,Reckless Driving
808bfa3d,9/18/24,8:42,"Paris, France",-4.521101,65.606337,Clear,Under Construction,1,7,Speeding
3d0bb5fb,1/16/24,9:15,"Toronto, Canada",30.48924,6.7207,Clear,Gravel,2,0,Reckless Driving
e39b4535,1/15/24,2:17,"Paris, France",86.556737,-171.676048,Storm,Icy,5,2,Mechanical Failure
ad0adbbb,9/22/23,2:32,"London, UK",66.233788,154.063685,Hail,Gravel,5,3,Weather Conditions
579a4b30,4/20/23,6:32,"Sydney, Australia",13.688481,-28.926082,Storm,Snowy,5,9,Weather Conditions
53739507,9/15/24,15:13,"Beijing, China",69.89344,-146.609504,Hail,Wet,2,3,Reckless Driving
9b9894c0,2/18/23,15:59,"Paris, France",-57.580556,-59.353988,Fog,Wet,5,3,Speeding
d26ce2c3,2/8/23,14:46,"Mumbai, India",4.064716,-33.90041,Rain,Gravel,5,4,Mechanical Failure
6898f71e,4/12/24,8:22,"Beijing, China",-70.874919,-61.973894,Hail,Wet,3,6,Drunk Driving
b24388e2,11/12/24,8:58,"Tokyo, Japan",87.477154,113.751873,Storm,Snowy,1,2,Speeding
57dbcf92,9/15/24,6:08,"Tokyo, Japan",-29.363742,-31.784408,Fog,Gravel,5,3,Speeding
051741b2,3/21/24,12:33,"Mumbai, India",26.76607,-113.473739,Hail,Wet,5,5,Drunk Driving
f4f68544,1/30/24,4:42,"Mumbai, India",44.321507,-82.566302,Storm,Icy,4,8,Reckless Driving
aacc1628,8/1/23,14:21,"Toronto, Canada",-64.922058,134.203486,Rain,Under Construction,4,3,Drunk Driving
10714573,2/5/23,18:26,"Sydney, Australia",66.740092,10.240596,Rain,Dry,4,8,Weather Conditions
3bb935cc,10/31/23,5:18,"Beijing, China",63.939765,-64.558105,Snow,Snowy,5,8,Reckless Driving
8efb2542,1/31/23,9:27,"Beijing, China",24.636953,164.198337,Snow,Snowy,5,2,Drunk Driving
241d2fc0,2/13/23,4:05,"Toronto, Canada",26.622261,75.759882,Hail,Icy,2,6,Drunk Driving
20b200d3,4/9/24,1:04,"Beijing, China",-7.65498,78.791794,Fog,Dry,2,7,Drunk Driving
fc6093e2,4/15/24,10:53,"London, UK",-65.519708,-59.883883,Storm,Wet,2,0,Drunk Driving
6fcf3f76,9/28/23,23:30,"Beijing, China",-64.221431,-126.384944,Fog,Wet,3,5,Reckless Driving
1e39ec5a,5/23/24,11:44,"Tokyo, Japan",52.244555,155.159028,Hail,Wet,5,1,Weather Conditions
57637d50,3/8/23,4:27,"Paris, France",55.406685,-128.729413,Snow,Dry,3,9,Drunk Driving
20bc8457,10/24/24,16:49,"New York, USA",-15.98413,136.846676,Fog,Dry,3,0,Speeding
55fb25b9,8/17/24,20:06,"Paris, France",-76.059028,-71.942304,Storm,Icy,2,7,Distracted Driving
4940ca7f,8/9/24,7:59,"New York, USA",35.629953,-69.222008,Fog,Snowy,5,2,Weather Conditions
a4c2353e,2/2/24,14:29,"Toronto, Canada",-55.846105,149.513515,Snow,Wet,4,7,Weather Conditions
2c8190c2,6/23/23,2:20,"Beijing, China",19.022167,158.965437,Clear,Wet,3,0,Weather Conditions
4118cdae,10/12/24,10:05,"Tokyo, Japan",-78.018152,41.285871,Snow,Under Construction,1,3,Speeding
a511ddb0,4/28/24,19:47,"Mumbai, India",37.550301,57.072995,Storm,Wet,2,7,Mechanical Failure
6a21f887,1/20/24,15:42,"Beijing, China",-88.8264,40.664186,Storm,Snowy,1,6,Speeding
b18bceb4,6/30/23,1:00,"Beijing, China",47.344672,144.074485,Rain,Wet,3,4,Weather Conditions
e1a05ee0,7/29/23,9:01,"Berlin, Germany",-25.331105,-175.692184,Hail,Dry,1,4,Reckless Driving
9fe4462e,8/20/24,14:45,"Beijing, China",-55.782474,-143.594707,Rain,Wet,2,1,Drunk Driving
7b0952a0,7/5/24,6:15,"Toronto, Canada",33.861123,-32.849541,Rain,Snowy,2,5,Weather Conditions
bb675d86,9/27/24,20:27,"Berlin, Germany",-21.91634,-133.508187,Rain,Wet,5,4,Reckless Driving
9d0d5fd0,12/10/23,21:24,"Paris, France",-83.623459,107.411781,Storm,Icy,1,6,Reckless Driving
171160b8,11/3/23,5:43,"Beijing, China",18.82343,-125.76222,Storm,Icy,2,10,Weather Conditions
a932a1bb,5/27/23,0:16,"New York, USA",-28.955601,73.945961,Storm,Gravel,4,10,Distracted Driving
e06a9381,5/17/23,11:56,"New York, USA",-27.194758,120.231887,Clear,Dry,4,10,Mechanical Failure
89a6ca01,7/3/24,6:43,"Berlin, Germany",-0.310141,-178.742899,Storm,Snowy,3,9,Drunk Driving
e98e0a61,12/15/24,21:46,"Toronto, Canada",44.205278,-106.194679,Snow,Wet,3,2,Reckless Driving
79599696,5/1/24,2:10,"Sydney, Australia",12.61129,-136.060129,Clear,Under Construction,4,6,Weather Conditions
8de4cf74,10/16/23,10:44,"Paris, France",-14.415896,-12.929971,Fog,Gravel,2,1,Drunk Driving
b6fa28ed,11/9/23,22:48,"New York, USA",-14.715542,32.260661,Snow,Under Construction,3,4,Speeding
c38c052a,12/9/23,23:29,"Beijing, China",2.631673,-22.837522,Storm,Snowy,5,2,Reckless Driving
e01a92df,11/9/23,1:12,"Tokyo, Japan",-21.279372,-99.194534,Rain,Gravel,5,3,Mechanical Failure
8c4e043d,5/23/24,19:22,"Mumbai, India",70.548906,117.16324,Storm,Snowy,4,2,Reckless Driving
6a85612a,6/29/23,9:40,"Beijing, China",-33.292265,3.882212,Fog,Snowy,3,3,Speeding
0a0c283e,1/8/23,5:06,"Tokyo, Japan",-51.954661,-32.748879,Clear,Under Construction,2,0,Mechanical Failure
35ce4fe2,7/17/23,5:39,"Sydney, Australia",11.753162,-35.270982,Storm,Icy,1,3,Weather Conditions
dca5eaf0,10/14/24,11:32,"London, UK",44.435074,-94.402191,Hail,Gravel,3,5,Drunk Driving
e7f8e89b,10/26/23,17:26,"London, UK",-48.629253,45.230342,Snow,Under Construction,3,8,Reckless Driving
60e5d851,12/27/24,3:35,"Mumbai, India",36.351852,106.298839,Snow,Snowy,4,2,Speeding
d413b090,9/30/23,15:51,"London, UK",-2.127611,121.3878,Storm,Wet,1,10,Distracted Driving
897c333d,6/29/23,7:44,"Mumbai, India",17.78898,-137.692501,Snow,Snowy,2,10,Mechanical Failure
cbbe4d02,8/5/24,15:32,"Beijing, China",-1.480506,1.520597,Storm,Gravel,4,3,Drunk Driving
22c9b3e4,10/18/24,23:42,"London, UK",-11.603496,-93.49035,Fog,Dry,1,0,Mechanical Failure
c8b2c1c5,5/25/23,1:57,"Berlin, Germany",28.021533,-95.155368,Hail,Wet,5,7,Weather Conditions
19a060ff,5/2/23,16:56,"Berlin, Germany",-69.299605,72.348078,Rain,Under Construction,2,7,Mechanical Failure
32fdc812,6/18/23,8:12,"London, UK",-59.147135,45.724553,Clear,Wet,2,5,Weather Conditions
b391be1c,12/17/24,22:57,"London, UK",76.786582,52.088594,Storm,Icy,2,5,Mechanical Failure
ae0f94ef,2/25/23,6:19,"Tokyo, Japan",49.086249,-31.192919,Rain,Icy,5,3,Reckless Driving
4302d98e,5/13/24,4:22,"Mumbai, India",-11.356179,11.433785,Fog,Wet,4,7,Speeding
6de4ec68,4/18/24,7:01,"Sydney, Australia",65.731711,-110.320235,Snow,Under Construction,2,3,Speeding
aafeaf70,5/8/24,8:47,"Toronto, Canada",-6.970873,102.087864,Fog,Dry,2,5,Distracted Driving
858d35bc,1/5/24,13:56,"London, UK",15.756636,-13.673814,Storm,Wet,5,8,Mechanical Failure
f010d5ae,2/13/24,5:09,"Mumbai, India",44.497356,-168.196693,Hail,Under Construction,4,7,Drunk Driving
f67231dc,10/26/24,4:23,"Toronto, Canada",71.594716,28.818337,Snow,Gravel,5,8,Distracted Driving
f9923027,1/29/23,19:16,"Mumbai, India",75.581055,-111.622716,Rain,Icy,3,0,Mechanical Failure
d4c63365,10/21/23,12:07,"Sydney, Australia",65.216269,173.278782,Storm,Icy,5,7,Drunk Driving
eedf7794,12/4/23,17:54,"Beijing, China",-79.671999,18.089348,Fog,Under Construction,5,4,Reckless Driving
e91dcc80,6/29/23,15:34,"Sydney, Australia",34.84449,-124.948683,Rain,Gravel,1,8,Reckless Driving
a2519608,1/21/23,13:43,"Toronto, Canada",81.548998,-80.351286,Fog,Icy,5,5,Distracted Driving
e6b7cb24,8/22/23,2:29,"Berlin, Germany",-23.141395,-52.168446,Snow,Gravel,4,5,Speeding
bb5a15f5,5/24/23,18:10,"Tokyo, Japan",-85.989008,123.961252,Storm,Dry,3,4,Speeding
224af622,2/13/23,11:52,"Paris, France",-34.257402,-60.563258,Fog,Dry,1,2,Speeding
7a4a856f,8/20/23,19:11,"Berlin, Germany",13.702956,-172.33713,Snow,Wet,4,3,Speeding
5595f286,12/15/23,17:28,"London, UK",-23.105336,-109.942758,Clear,Under Construction,5,3,Reckless Driving
1a6995fc,6/9/23,12:26,"New York, USA",-61.246153,90.473654,Rain,Gravel,2,8,Weather Conditions
de29d98f,6/29/24,3:10,"Beijing, China",84.422075,-167.870576,Rain,Dry,5,8,Drunk Driving
0591944c,1/26/24,6:04,"Paris, France",38.499153,80.12483,Hail,Under Construction,4,3,Weather Conditions
312b2bda,2/21/24,10:41,"New York, USA",32.467752,78.342638,Rain,Gravel,4,2,Reckless Driving
24b18208,8/12/24,4:15,"Paris, France",-36.179568,-28.827567,Storm,Gravel,3,1,Reckless Driving
c0f3b01f,10/27/24,3:00,"Mumbai, India",27.842972,93.299009,Hail,Icy,1,1,Drunk Driving
cfa12057,4/20/23,21:31,"Paris, France",61.372072,-16.332107,Fog,Icy,2,5,Mechanical Failure
8996372,11/28/23,15:15,"Paris, France",-27.374531,-36.471508,Storm,Under Construction,2,2,Weather Conditions
065784f1,11/7/23,19:27,"London, UK",0.655132,-19.31174,Storm,Wet,4,9,Weather Conditions
be4eb834,6/8/23,17:57,"Tokyo, Japan",83.287524,-77.740221,Clear,Icy,5,7,Weather Conditions
f97c7fd0,2/10/23,18:13,"Toronto, Canada",69.920037,54.032097,Fog,Icy,3,4,Speeding
d7f8f1f0,3/30/24,3:50,"Mumbai, India",-0.824686,171.973815,Hail,Under Construction,1,8,Drunk Driving
5fbcaa40,7/10/24,21:01,"New York, USA",39.88439,-100.439356,Rain,Wet,1,2,Weather Conditions
810c2685,1/28/23,8:14,"Tokyo, Japan",21.401143,96.996344,Fog,Icy,1,8,Reckless Driving
8500689b,3/21/24,11:05,"London, UK",-22.606682,-50.658426,Snow,Under Construction,2,2,Mechanical Failure
d53543a4,7/18/23,17:19,"Beijing, China",-7.715067,-84.028801,Hail,Gravel,2,5,Weather Conditions
76b0d6aa,9/28/23,14:22,"Tokyo, Japan",49.567434,42.953546,Fog,Icy,3,3,Speeding
186e04e2,12/28/23,3:17,"Sydney, Australia",65.823279,72.222544,Clear,Wet,4,6,Drunk Driving
37120392,7/1/23,1:27,"Paris, France",10.661006,-77.922507,Snow,Under Construction,1,9,Speeding
d9608d5c,3/20/24,16:42,"Tokyo, Japan",46.079642,28.321636,Snow,Gravel,3,5,Speeding
18f6bbea,2/25/23,18:35,"New York, USA",74.622674,105.358189,Storm,Under Construction,3,6,Mechanical Failure
9ec34405,12/14/24,15:58,"Beijing, China",75.039858,-175.306578,Rain,Under Construction,3,4,Mechanical Failure
531876d5,1/18/24,21:07,"Tokyo, Japan",77.322357,-172.146676,Rain,Icy,1,10,Weather Conditions
7cb9907c,1/4/24,9:23,"London, UK",81.746338,11.698863,Fog,Gravel,1,0,Mechanical Failure
c77c19ab,1/6/24,15:06,"Tokyo, Japan",15.417974,-0.057128,Storm,Dry,2,1,Distracted Driving
1ef393ee,3/19/24,10:21,"Mumbai, India",-21.197571,70.182382,Fog,Snowy,1,7,Distracted Driving
27e21072,10/24/23,19:00,"London, UK",46.42062,139.388373,Snow,Wet,2,1,Distracted Driving
5d65dab9,5/25/23,20:55,"Paris, France",-89.007111,-103.221776,Hail,Under Construction,5,7,Weather Conditions
deec1575,7/12/24,14:11,"Toronto, Canada",-37.614556,114.796155,Clear,Dry,2,5,Drunk Driving
e6988d75,6/25/24,4:28,"Mumbai, India",55.599658,-158.724024,Fog,Icy,5,4,Reckless Driving
ca66d772,9/27/23,19:45,"Tokyo, Japan",20.422889,79.953994,Storm,Dry,5,8,Weather Conditions
939c9c27,11/28/23,11:59,"Tokyo, Japan",16.473002,42.114665,Storm,Wet,4,7,Mechanical Failure
df5b8aca,1/23/24,12:21,"Berlin, Germany",-45.904107,-59.753214,Snow,Wet,5,2,Reckless Driving
665b527b,7/13/23,21:49,"Sydney, Australia",-63.017898,-44.738457,Snow,Under Construction,1,4,Distracted Driving
4732697a,1/3/24,22:49,"Toronto, Canada",45.911492,-171.977574,Fog,Snowy,4,3,Reckless Driving
de4675df,7/26/24,0:47,"Tokyo, Japan",18.912266,-150.057109,Hail,Snowy,3,5,Drunk Driving
86be54ee,10/30/24,13:28,"London, UK",-41.79202,-140.927917,Snow,Under Construction,4,1,Distracted Driving
71d9ef3b,1/29/24,18:23,"New York, USA",-71.304281,133.697615,Snow,Under Construction,2,4,Distracted Driving
bf3e52ae,7/9/24,14:19,"Toronto, Canada",-80.409415,65.325266,Snow,Icy,5,9,Mechanical Failure
c0a144b8,10/26/24,11:16,"Sydney, Australia",64.139485,132.832346,Storm,Wet,1,7,Speeding
bdf185c2,5/27/24,21:51,"New York, USA",42.703934,31.455929,Fog,Wet,1,1,Weather Conditions
55a2872d,10/12/23,16:15,"Tokyo, Japan",-24.873746,163.422607,Snow,Dry,3,10,Drunk Driving
91d1ee41,6/8/23,14:18,"Sydney, Australia",51.671015,45.481551,Storm,Wet,5,9,Drunk Driving
16de853e,12/11/24,19:48,"New York, USA",-77.957434,175.876122,Storm,Dry,1,9,Mechanical Failure
e6278ee7,11/22/24,17:57,"Paris, France",6.635654,-163.574769,Storm,Wet,4,2,Speeding
132f05b5,8/12/23,10:00,"Paris, France",42.301488,59.982783,Clear,Dry,4,5,Drunk Driving
5c12d9b3,7/21/23,0:25,"Paris, France",68.433143,25.604703,Rain,Wet,1,3,Distracted Driving
511ebf86,3/29/24,13:44,"Berlin, Germany",66.49024,-140.595142,Rain,Under Construction,3,4,Distracted Driving
0093a414,7/13/24,8:38,"Beijing, China",-47.54669,153.161512,Storm,Wet,3,5,Drunk Driving
e9c473f4,10/27/23,14:48,"London, UK",13.071551,88.725167,Clear,Wet,5,3,Mechanical Failure
fb82c9eb,7/29/23,16:53,"Tokyo, Japan",-80.256566,-141.689671,Fog,Under Construction,4,9,Drunk Driving
c52041c6,6/28/23,13:24,"Toronto, Canada",56.923449,-118.771351,Fog,Dry,5,9,Drunk Driving
e84cb19d,2/12/24,10:52,"Toronto, Canada",-49.462609,132.712907,Fog,Dry,1,1,Distracted Driving
5e5db354,5/23/24,19:56,"Sydney, Australia",-39.363516,121.535268,Storm,Wet,4,10,Drunk Driving
7ad3a84e,6/8/23,17:14,"Beijing, China",-80.505806,177.618447,Rain,Icy,3,7,Drunk Driving
